Name,Country,Position,Price,M1,M2,M3,L32,L16,QF,SF,3RD,FIN
ANDRES ANDRADE,Panama,Defender,4.5,,,,,,,,,
CESAR BLACKMAN,Panama,Defender,4.5,,,,,,,,,
ERIC DAVIS,Panama,Defender,4.5,,,,,,,,,
JIOVANY RAMOS,Panama,Defender,4.5,,,,,,,,,
JORGE GUTIERREZ,Panama,Defender,4.5,,,,,,,,,
JOSE CORDOBA,Panama,Defender,4.5,,,,,,,,,
MARTIN KRUG,Panama,Defender,4.5,,,,,,,,,
OMAR CORDOBA,Panama,Defender,4.5,,,,,,,,,
RICHARD PERALTA,Panama,Defender,4.5,,,,,,,,,
RODERICK MILLER,Panama,Defender,4.5,,,,,,,,,
AGUSTIN SANDEZ,Paraguay,Defender,4.5,,,,,,,,,
ALAN BENITEZ,Paraguay,Defender,4.5,,,,,,,,,
ALEXIS DUARTE,Paraguay,Defender,4.5,,,,,,,,,
BLAS RIVEROS,Paraguay,Defender,4.5,,,,,,,,,
FABIAN BALBUENA,Paraguay,Defender,4.5,,,,,,,,,
GUSTAVO VELAZQUEZ,Paraguay,Defender,4.5,,,,,,,,,
AL-HASHMI AL-HUSSAIN,Qatar,Defender,4.5,,,,,,,,,
AYOUB AL-OUI,Qatar,Defender,4.5,,,,,,,,,
BASSAM AL-RAWI,Qatar,Defender,4.5,,,,,,,,,
BOUALEM KHOUKHI,Qatar,Defender,4.5,,,,,,,,,
EISA PALANGI,Qatar,Defender,4.5,,,,,,,,,
HOMAM AHMED,Qatar,Defender,4.5,,,,,,,,,
ISSA LAYE,Qatar,Defender,4.5,,,,,,,,,
LUCAS MENDES,Qatar,Defender,4.5,,,,,,,,,
MARWAN SHERIF,Qatar,Defender,4.5,,,,,,,,,
NIALL MASON,Qatar,Defender,4.5,,,,,,,,,
PEDRO MIGUEL,Qatar,Defender,4.5,,,,,,,,,
TAREK SALMAN,Qatar,Defender,4.5,,,,,,,,,
ABDULELAH AL-AMRI,Saudi Arabia,Defender,4.5,,,,,,,,,
ALI MAJRASHI,Saudi Arabia,Defender,4.5,,,,,,,,,
HASSAN AL-TAMBAKTI,Saudi Arabia,Defender,4.5,,,,,,,,,
JEHAD THAKRI,Saudi Arabia,Defender,4.5,,,,,,,,,
MOHAMMED ABU AL-SHAMAT,Saudi Arabia,Defender,4.5,,,,,,,,,
MOHAMMED SULAIMAN,Saudi Arabia,Defender,4.5,,,,,,,,,
MOTEB AL-HARBI,Saudi Arabia,Defender,4.5,,,,,,,,,
NAWAF BOUSHAL,Saudi Arabia,Defender,4.5,,,,,,,,,
SAAD AL-MOUSA,Saudi Arabia,Defender,4.5,,,,,,,,,
SAUD ABDULHAMID,Saudi Arabia,Defender,4.5,,,,,,,,,
WALEED AL-AHMED,Saudi Arabia,Defender,4.5,,,,,,,,,
ANTHONY RALSTON,Scotland,Defender,4.5,,,,,,,,,
DOMINIC HYAM,Scotland,Defender,4.5,,,,,,,,,
JACK HENDRY,Scotland,Defender,4.5,,,,,,,,,
NATHAN PATTERSON,Scotland,Defender,4.5,,,,,,,,,
SCOTT MCKENNA,Scotland,Defender,4.5,,,,,,,,,
ABDOU DIALLO,Senegal,Defender,4.5,,,,,,,,,
ABDOULAYE SECK,Senegal,Defender,4.5,,,,,,,,,
ANTOINE MENDY,Senegal,Defender,4.5,,,,,,,,,
ILAY CAMARA,Senegal,Defender,4.5,,,,,,,,,
ISMAIL JAKOBS,Senegal,Defender,4.5,,,,,,,,,
MAMADOU SARR,Senegal,Defender,4.5,,,,,,,,,
MOUSTAPHA MBOW,Senegal,Defender,4.5,,,,,,,,,
IME OKON,South Africa,Defender,4.5,,,,,,,,,
KHULUMANI NDAMANE,South Africa,Defender,4.5,,,,,,,,,
MBEKEZELI MBOKAZI,South Africa,Defender,4.5,,,,,,,,,
SAMUKELE KABINI,South Africa,Defender,4.5,,,,,,,,,
SIYABONGA NGEZANA,South Africa,Defender,4.5,,,,,,,,,
THABANG MATULUDI,South Africa,Defender,4.5,,,,,,,,,
THABO MOLOISANE,South Africa,Defender,4.5,,,,,,,,,
THAPELO MORENA,South Africa,Defender,4.5,,,,,,,,,
TYLON SMITH,South Africa,Defender,4.5,,,,,,,,,
CHO YU-MIN,South Korea,Defender,4.5,,,,,,,,,
KIM TAE-HYEON,South Korea,Defender,4.5,,,,,,,,,
LEE HAN-BEOM,South Korea,Defender,4.5,,,,,,,,,
LEE KI-HYUK,South Korea,Defender,4.5,,,,,,,,,
LEE TAE-SEOK,South Korea,Defender,4.5,,,,,,,,,
PARK JIN-SEOB,South Korea,Defender,4.5,,,,,,,,,
ELLIOT STROUD,Sweden,Defender,4.5,,,,,,,,,
EMIL HOLM,Sweden,Defender,4.5,,,,,,,,,
ERIC SMITH,Sweden,Defender,4.5,,,,,,,,,
HJALMAR EKDAL,Sweden,Defender,4.5,,,,,,,,,
ISAK HIEK,Sweden,Defender,4.5,,,,,,,,,
ADRIAN BAJRAMI,Switzerland,Defender,4.5,,,,,,,,,
AURELE AMENDA,Switzerland,Defender,4.5,,,,,,,,,
BECIR OMERAGIC,Switzerland,Defender,4.5,,,,,,,,,
ISAAC SCHMIDT,Switzerland,Defender,4.5,,,,,,,,,
LUCA JAQUEZ,Switzerland,Defender,4.5,,,,,,,,,
ZACHARY ATHEKAME,Switzerland,Defender,4.5,,,,,,,,,
ADEM AROUS,Tunisia,Defender,4.5,,,,,,,,,
MOHAMED AMINE BEN HAMIDA,Tunisia,Defender,4.5,,,,,,,,,
MOUTAZ NEFFATI,Tunisia,Defender,4.5,,,,,,,,,
OMAR REKIK,Tunisia,Defender,4.5,,,,,,,,,
RAED CHIKHAOUI,Tunisia,Defender,4.5,,,,,,,,,
AHMETCAN KAPLAN,Turkey,Defender,4.5,,,,,,,,,
EREN ELMALI,Turkey,Defender,4.5,,,,,,,,,
MUSTAFA ESKIHELLAC,Turkey,Defender,4.5,,,,,,,,,
SAMET AKAYDIN,Turkey,Defender,4.5,,,,,,,,,
JOAQUIN PIQUEREZ,Uruguay,Defender,4.5,,,,,,,,,
JOSE LUIS RODRIGUEZ,Uruguay,Defender,4.5,,,,,,,,,
KEVIN AMARO,Uruguay,Defender,4.5,,,,,,,,,
MARCELO SARACCHI,Uruguay,Defender,4.5,,,,,,,,,
NICOLAS MARICHAL,Uruguay,Defender,4.5,,,,,,,,,
SANTIAGO BUENO,Uruguay,Defender,4.5,,,,,,,,,
ALEX FREEMAN,USA,Defender,4.5,,,,,,,,,
AUSTON TRUSTY,USA,Defender,4.5,,,,,,,,,
CAMERON CARTER-VICKERS,USA,Defender,4.5,,,,,,,,,
JOE SCALLY,USA,Defender,4.5,,,,,,,,,
JOHN TOLKIN,USA,Defender,4.5,,,,,,,,,
MARK MCKENZIE,USA,Defender,4.5,,,,,,,,,
MAXIMILIAN ARFSTEN,USA,Defender,4.5,,,,,,,,,
MILES ROBINSON,USA,Defender,4.5,,,,,,,,,
ABDULLA ABDULLAEV,Uzbekistan,Defender,4.5,,,,,,,,,
BEKHRUZ KARIMOV,Uzbekistan,Defender,4.5,,,,,,,,,
FARRUKH SAYFIEV,Uzbekistan,Defender,4.5,,,,,,,,,
HUSNIDDIN ALIQULOV,Uzbekistan,Defender,4.5,,,,,,,,,
JAKHONGIR UROZOV,Uzbekistan,Defender,4.5,,,,,,,,,
KHOJIAKBAR ALIJONOV,Uzbekistan,Defender,4.5,,,,,,,,,
MUKHAMMADKODIR KHAMRALIEV,Uzbekistan,Defender,4.5,,,,,,,,,
MUKHAMMADRASUL ABDUMAZHIDOV,Uzbekistan,Defender,4.5,,,,,,,,,
RUSTAM ASHURMATOV,Uzbekistan,Defender,4.5,,,,,,,,,
SHERZOD NASRULLAEV,Uzbekistan,Defender,4.5,,,,,,,,,
UMAR ESHMURODOV,Uzbekistan,Defender,4.5,,,,,,,,,
ADEM ZORGANE,Algeria,Midfielder,4.5,,,,,,,,,
ADIL BOULBINA,Algeria,Midfielder,4.5,,,,,,,,,
BADREDINE BOUANANI,Algeria,Midfielder,4.5,,,,,,,,,
HICHAM BOUDAOUI,Algeria,Midfielder,4.5,,,,,,,,,
HIMAD ABDELLI,Algeria,Midfielder,4.5,,,,,,,,,
ILAN KEBBAL,Algeria,Midfielder,4.5,,,,,,,,,
ISMAEL BENNACER,Algeria,Midfielder,4.5,,,,,,,,,
NABIL BENTALEB,Algeria,Midfielder,4.5,,,,,,,,,
RAMIZ ZERROUKI,Algeria,Midfielder,4.5,,,,,,,,,
YACINE TITRAOUI,Algeria,Midfielder,4.5,,,,,,,,,
YASSINE BENZIA,Algeria,Midfielder,4.5,,,,,,,,,
YOUCEF BELAILI,Algeria,Midfielder,4.5,,,,,,,,,
AIDEN O'NEILL,Australia,Midfielder,4.5,,,,,,,,,
ALEX ROBERTSON,Australia,Midfielder,4.5,,,,,,,,,
CAMERON DEVLIN,Australia,Midfielder,4.5,,,,,,,,,
CONNOR METCALFE,Australia,Midfielder,4.5,,,,,,,,,
CRAIG GOODWIN,Australia,Midfielder,4.5,,,,,,,,,
MAX BALARD,Australia,Midfielder,4.5,,,,,,,,,
PATRICK YAZBEK,Australia,Midfielder,4.5,,,,,,,,,
PAUL OKON-ENGSTLER,Australia,Midfielder,4.5,,,,,,,,,
ALESSANDRO SCHOPF,Austria,Midfielder,4.5,,,,,,,,,
FLORIAN GRILLITSCH,Austria,Midfielder,4.5,,,,,,,,,
PATRICK WIMMER,Austria,Midfielder,4.5,,,,,,,,,
PAUL WANNER,Austria,Midfielder,4.5,,,,,,,,,
AMAR MEMIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
AMIR HADZIAHMETOVIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
ARMIN GIGOVIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
DZENIS BURNIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
ERMIN MAHMIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
IVAN BASIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
IVAN SUNJIC,Bosnia-Herzegovina,Midfielder,4.5,,,,,,,,,
ALI AHMED,Canada,Midfielder,4.5,,,,,,,,,
JACOB SHAFFELBURG,Canada,Midfielder,4.5,,,,,,,,,
LIAM MILLAR,Canada,Midfielder,4.5,,,,,,,,,
MARCELO FLORES,Canada,Midfielder,4.5,,,,,,,,,
MATHIEU CHOINIERE,Canada,Midfielder,4.5,,,,,,,,,
NATHAN SALIBA,Canada,Midfielder,4.5,,,,,,,,,
STEPHEN ESTAQUIO,Canada,Midfielder,4.5,,,,,,,,,
DEROY DUARTE,Cape Verde,Midfielder,4.5,,,,,,,,,
HELIO VARELA,Cape Verde,Midfielder,4.5,,,,,,,,,
JAMIRO MONTEIRO,Cape Verde,Midfielder,4.5,,,,,,,,,
JOVANE CABRAL,Cape Verde,Midfielder,4.5,,,,,,,,,
KEVIN PINA,Cape Verde,Midfielder,4.5,,,,,,,,,
LAROS DUARTE,Cape Verde,Midfielder,4.5,,,,,,,,,
TELMO ARCANJO,Cape Verde,Midfielder,4.5,,,,,,,,,
WILLY SEMEDO,Cape Verde,Midfielder,4.5,,,,,,,,,
YANNICK SEMEDO,Cape Verde,Midfielder,4.5,,,,,,,,,
GUSTAVO PUERTA,Colombia,Midfielder,4.5,,,,,,,,,
JOHAN CARBONERO,Colombia,Midfielder,4.5,,,,,,,,,
JUAN PORTILLA,Colombia,Midfielder,4.5,,,,,,,,,
KEVIN SERNA,Colombia,Midfielder,4.5,,,,,,,,,
NIKOLA MORO,Croatia,Midfielder,4.5,,,,,,,,,
TONI FRUK,Croatia,Midfielder,4.5,,,,,,,,,
AR'JANY MARTHA,Curacao,Midfielder,4.5,,,,,,,,,
BRANDLEY KUWAS,Curacao,Midfielder,4.5,,,,,,,,,
GODFRIED ROEMERATOE,Curacao,Midfielder,4.5,,,,,,,,,
JEREMY ANTONISSE,Curacao,Midfielder,4.5,,,,,,,,,
KENJI GORRE,Curacao,Midfielder,4.5,,,,,,,,,
KEVIN FELIDA,Curacao,Midfielder,4.5,,,,,,,,,
LIVANO COMENENCIA,Curacao,Midfielder,4.5,,,,,,,,,
SONTJE HANSEN,Curacao,Midfielder,4.5,,,,,,,,,
TAHITH CHONG,Curacao,Midfielder,4.5,,,,,,,,,
TYRESE NOSLIN,Curacao,Midfielder,4.5,,,,,,,,,
ADAM KARABEC,Czech Republic,Midfielder,4.5,,,,,,,,,
DENIS VISINSKY,Czech Republic,Midfielder,4.5,,,,,,,,,
LUKAS CERV,Czech Republic,Midfielder,4.5,,,,,,,,,
MICHAL SADILEK,Czech Republic,Midfielder,4.5,,,,,,,,,
PAVEL BUCHA,Czech Republic,Midfielder,4.5,,,,,,,,,
TOMAS LADRA,Czech Republic,Midfielder,4.5,,,,,,,,,
BRIAN CIPENGA,DR Congo,Midfielder,4.5,,,,,,,,,
CHARLES PICKEL,DR Congo,Midfielder,4.5,,,,,,,,,
EDO KAYEMBE,DR Congo,Midfielder,4.5,,,,,,,,,
GAEL KAKUTA,DR Congo,Midfielder,4.5,,,,,,,,,
NATHANAEL MBUKU,DR Congo,Midfielder,4.5,,,,,,,,,
NGAL'AYEL MUKAU,DR Congo,Midfielder,4.5,,,,,,,,,
NOAH SADIKI,DR Congo,Midfielder,4.5,,,,,,,,,
SAMUEL MOUTOUSSAMY,DR Congo,Midfielder,4.5,,,,,,,,,
ALAN MINDA,Ecuador,Midfielder,4.5,,,,,,,,,
BRYAN RAMIREZ,Ecuador,Midfielder,4.5,,,,,,,,,
DARWIN GUAGUA,Ecuador,Midfielder,4.5,,,,,,,,,
DENIL CASTILLO,Ecuador,Midfielder,4.5,,,,,,,,,
JANNER COROZO,Ecuador,Midfielder,4.5,,,,,,,,,
JHEGSON MENDEZ,Ecuador,Midfielder,4.5,,,,,,,,,
JOHN MERCADO,Ecuador,Midfielder,4.5,,,,,,,,,
JOHN YEBOAH,Ecuador,Midfielder,4.5,,,,,,,,,
JORDY ALCIVAR,Ecuador,Midfielder,4.5,,,,,,,,,
KENDRY PAEZ,Ecuador,Midfielder,4.5,,,,,,,,,
KENY ARROYO,Ecuador,Midfielder,4.5,,,,,,,,,
NILSON ANGULO,Ecuador,Midfielder,4.5,,,,,,,,,
PATRIK MERCADO,Ecuador,Midfielder,4.5,,,,,,,,,
PEDRO VITE,Ecuador,Midfielder,4.5,,,,,,,,,
YAIMAR MEDINA,Ecuador,Midfielder,4.5,,,,,,,,,
EMAM ASHOUR,Egypt,Midfielder,4.5,,,,,,,,,
IBRAHIM ADEL,Egypt,Midfielder,4.5,,,,,,,,,
MAHMOUD SABER,Egypt,Midfielder,4.5,,,,,,,,,
MOHAMED ELNENY,Egypt,Midfielder,4.5,,,,,,,,,
MOHAMED SHEHATA,Egypt,Midfielder,4.5,,,,,,,,,
MOHANAD LASHEEN,Egypt,Midfielder,4.5,,,,,,,,,
MOSTAFA FATHI,Egypt,Midfielder,4.5,,,,,,,,,
ZIZO,Egypt,Midfielder,4.5,,,,,,,,,
ABU FRANCIS,Ghana,Midfielder,4.5,,,,,,,,,
CALEB YIRENKYI,Ghana,Midfielder,4.5,,,,,,,,,
CHRISTOPHER BONSU BAAH,Ghana,Midfielder,4.5,,,,,,,,,
IBRAHIM SULEMANA,Ghana,Midfielder,4.5,,,,,,,,,
KWASI SIBO,Ghana,Midfielder,4.5,,,,,,,,,
PRINCE ADU,Ghana,Midfielder,4.5,,,,,,,,,
CARL SAINTE,Haiti,Midfielder,4.5,,,,,,,,,
DANLEY JEAN JACQUES,Haiti,Midfielder,4.5,,,,,,,,,
DERRICK ETIENNE,Haiti,Midfielder,4.5,,,,,,,,,
DOMINIQUE SIMON,Haiti,Midfielder,4.5,,,,,,,,,
JOSUE CASIMIR,Haiti,Midfielder,4.5,,,,,,,,,
LEVERTON PIERRE,Haiti,Midfielder,4.5,,,,,,,,,
WOODENSKY PIERRE,Haiti,Midfielder,4.5,,,,,,,,,
YASSIN FORTUNE,Haiti,Midfielder,4.5,,,,,,,,,
AMIRHOSSEIN HOSSEINZADEH,Iran,Midfielder,4.5,,,,,,,,,
AMIRMOHAMMAD RAZZAGHINIA,Iran,Midfielder,4.5,,,,,,,,,
HADI HABIBINEJAD,Iran,Midfielder,4.5,,,,,,,,,
MAHDI TORABI,Iran,Midfielder,4.5,,,,,,,,,
MEHDI HASHEMNEJAD,Iran,Midfielder,4.5,,,,,,,,,
MOHAMMAD GHORBANI,Iran,Midfielder,4.5,,,,,,,,,
MOHAMMAD MEHDI MOHEBI,Iran,Midfielder,4.5,,,,,,,,,
OMID NOORAFKAN,Iran,Midfielder,4.5,,,,,,,,,
ROUZBEH CHESHMI,Iran,Midfielder,4.5,,,,,,,,,
SAEID EZATOLAHI,Iran,Midfielder,4.5,,,,,,,,,
AIMAR SHER,Iraq,Midfielder,4.5,,,,,,,,,
ALI JASIM,Iraq,Midfielder,4.5,,,,,,,,,
AMIR AL-AMMARI,Iraq,Midfielder,4.5,,,,,,,,,
AMJAD ATTWAN,Iraq,Midfielder,4.5,,,,,,,,,
HASAN ABDULKAREEM,Iraq,Midfielder,4.5,,,,,,,,,
HUSSEIN ALI AL-SAEDI,Iraq,Midfielder,4.5,,,,,,,,,
IBRAHIM BAYESH,Iraq,Midfielder,4.5,,,,,,,,,
KEVIN YAKOB,Iraq,Midfielder,4.5,,,,,,,,,
MARKO FARJI,Iraq,Midfielder,4.5,,,,,,,,,
PETER GWARGIS,Iraq,Midfielder,4.5,,,,,,,,,
SHERKO KARIM,Iraq,Midfielder,4.5,,,,,,,,,
YOUSSEF AMYN,Iraq,Midfielder,4.5,,,,,,,,,
ZAID ISMAIL,Iraq,Midfielder,4.5,,,,,,,,,
ZIDANE IQBAL,Iraq,Midfielder,4.5,,,,,,,,,
BAZOUMANA TOURE,Ivory Coast,Midfielder,4.5,,,,,,,,,
CHRIST INAO OULAI,Ivory Coast,Midfielder,4.5,,,,,,,,,
JEAN MICHAEL SERI,Ivory Coast,Midfielder,4.5,,,,,,,,,
PARFAIT GUIAGON,Ivory Coast,Midfielder,4.5,,,,,,,,,
KAISHU SANO,Japan,Midfielder,4.5,,,,,,,,,
YUITO SUZUKI,Japan,Midfielder,4.5,,,,,,,,,
ALI AZAIZEH,Jordan,Midfielder,4.5,,,,,,,,,
AMER JAMOUS,Jordan,Midfielder,4.5,,,,,,,,,
IBRAHIM SA'DEH,Jordan,Midfielder,4.5,,,,,,,,,
MAHMOUD AL-MARDI,Jordan,Midfielder,4.5,,,,,,,,,
MOHAMMAD ABU HASHISH,Jordan,Midfielder,4.5,,,,,,,,,
MOHAMMAD ABU ZRAYQ,Jordan,Midfielder,4.5,,,,,,,,,
MOHAMMAD AL-DAWOUD,Jordan,Midfielder,4.5,,,,,,,,,
MOHANNAD ABU TAHA,Jordan,Midfielder,4.5,,,,,,,,,
NIZAR AL-RASHDAN,Jordan,Midfielder,4.5,,,,,,,,,
NOOR AL-RAWABDEH,Jordan,Midfielder,4.5,,,,,,,,,
RAJAEI AYED,Jordan,Midfielder,4.5,,,,,,,,,
YOUSEF QASHI,Jordan,Midfielder,4.5,,,,,,,,,
ALEXIS GUTIERREZ,Mexico,Midfielder,4.5,,,,,,,,,
ALVARO FIDALGO,Mexico,Midfielder,4.5,,,,,,,,,
BRIAN GUTIERREZ,Mexico,Midfielder,4.5,,,,,,,,,
DENZELL GARCIA,Mexico,Midfielder,4.5,,,,,,,,,
EFRAIN ALVAREZ,Mexico,Midfielder,4.5,,,,,,,,,
GILBERTO MORA,Mexico,Midfielder,4.5,,,,,,,,,
MARCEL RUIZ,Mexico,Midfielder,4.5,,,,,,,,,
OBED VARGAS,Mexico,Midfielder,4.5,,,,,,,,,
BILAL EL KHANNOUSS,Morocco,Midfielder,4.5,,,,,,,,,
CHEMSDINE TALBI,Morocco,Midfielder,4.5,,,,,,,,,
ELIESSE BEN SEGHIR,Morocco,Midfielder,4.5,,,,,,,,,
ILIAS AKHOMACH,Morocco,Midfielder,4.5,,,,,,,,,
NEIL EL AYNAOUI,Morocco,Midfielder,4.5,,,,,,,,,
OUSSAMA EL AZZOUZI,Morocco,Midfielder,4.5,,,,,,,,,
OUSSAMA TARGHALLINE,Morocco,Midfielder,4.5,,,,,,,,,
SOFIANE DIOP,Morocco,Midfielder,4.5,,,,,,,,,
SOFYAN AMRABAT,Morocco,Midfielder,4.5,,,,,,,,,
ALEX RUFER,New Zealand,Midfielder,4.5,,,,,,,,,
BEN OLD,New Zealand,Midfielder,4.5,,,,,,,,,
JOE BELL,New Zealand,Midfielder,4.5,,,,,,,,,
LACHLAN BAYLISS,New Zealand,Midfielder,4.5,,,,,,,,,
MARKO STAMENIC,New Zealand,Midfielder,4.5,,,,,,,,,
MATTHEW GARBETT,New Zealand,Midfielder,4.5,,,,,,,,,
RYAN THOMAS,New Zealand,Midfielder,4.5,,,,,,,,,
SARPREET SINGH,New Zealand,Midfielder,4.5,,,,,,,,,
KRISTIAN ARNSTAD,Norway,Midfielder,4.5,,,,,,,,,
KRISTIAN THORSTVEDT,Norway,Midfielder,4.5,,,,,,,,,
MORTEN THORSBY,Norway,Midfielder,4.5,,,,,,,,,
SVERRE NYPAN,Norway,Midfielder,4.5,,,,,,,,,
ADALBERTO CARRASQUILLA,Panama,Midfielder,4.5,,,,,,,,,
ANIBAL GODOY,Panama,Midfielder,4.5,,,,,,,,,
CARLOS HARVEY,Panama,Midfielder,4.5,,,,,,,,,
CESAR YANIS,Panama,Midfielder,4.5,,,,,,,,,
CRISTIAN MARTINEZ,Panama,Midfielder,4.5,,,,,,,,,
JOSE LUIS RODRIGUEZ,Panama,Midfielder,4.5,,,,,,,,,
JOSE MURILLO,Panama,Midfielder,4.5,,,,,,,,,
JOVANI WELCH,Panama,Midfielder,4.5,,,,,,,,,
YOEL BARCENAS,Panama,Midfielder,4.5,,,,,,,,,
ALEJANDRO ROMERO GAMARRA,Paraguay,Midfielder,4.5,,,,,,,,,
ANGEL ROMERO,Paraguay,Midfielder,4.5,,,,,,,,,
BRAIAN OJEDA,Paraguay,Midfielder,4.5,,,,,,,,,
DAMIAN BOBADILLA,Paraguay,Midfielder,4.5,,,,,,,,,
DIEGO GONZALEZ,Paraguay,Midfielder,4.5,,,,,,,,,
DIEGO LEON,Paraguay,Midfielder,4.5,,,,,,,,,
GUSTAVO CABALLERO,Paraguay,Midfielder,4.5,,,,,,,,,
HUGO CUENCA,Paraguay,Midfielder,4.5,,,,,,,,,
LUCAS ROMERO,Paraguay,Midfielder,4.5,,,,,,,,,
MATIAS GALARZA,Paraguay,Midfielder,4.5,,,,,,,,,
ABDULAZIZ HATEM,Qatar,Midfielder,4.5,,,,,,,,,
AHMED AL-GANEHI,Qatar,Midfielder,4.5,,,,,,,,,
AHMED FATHY,Qatar,Midfielder,4.5,,,,,,,,,
ANAS ABWENY,Qatar,Midfielder,4.5,,,,,,,,,
ASSIM MADIBO,Qatar,Midfielder,4.5,,,,,,,,,
EDMILSON JUNIOR,Qatar,Midfielder,4.5,,,,,,,,,
IBRAHIM AL-HASSAN,Qatar,Midfielder,4.5,,,,,,,,,
KARIM BOUDIAF,Qatar,Midfielder,4.5,,,,,,,,,
KHALID ALI SABAH,Qatar,Midfielder,4.5,,,,,,,,,
MOHAMED AL-MANNAI,Qatar,Midfielder,4.5,,,,,,,,,
MOHAMED KHALED GOUDA,Qatar,Midfielder,4.5,,,,,,,,,
MOHAMMED WAAD,Qatar,Midfielder,4.5,,,,,,,,,
MOSTAFA MESHAAL,Qatar,Midfielder,4.5,,,,,,,,,
YUSUF ABDURISAG,Qatar,Midfielder,4.5,,,,,,,,,
ABDULLAH AL-KHAIBARI,Saudi Arabia,Midfielder,4.5,,,,,,,,,
ABDULRAHMAN AL-ABOUD,Saudi Arabia,Midfielder,4.5,,,,,,,,,
AYMAN YAHYA,Saudi Arabia,Midfielder,4.5,,,,,,,,,
MARWAN AL-SAHAFI,Saudi Arabia,Midfielder,4.5,,,,,,,,,
MUHANNAD AL-SAAD,Saudi Arabia,Midfielder,4.5,,,,,,,,,
MURAD HAWSAWI,Saudi Arabia,Midfielder,4.5,,,,,,,,,
MUSAB AL-JUWAYR,Saudi Arabia,Midfielder,4.5,,,,,,,,,
NASSER AL-DAWSARI,Saudi Arabia,Midfielder,4.5,,,,,,,,,
SALEH ABU AL-SHAMAT,Saudi Arabia,Midfielder,4.5,,,,,,,,,
ZIYAD AL-JOHANI,Saudi Arabia,Midfielder,4.5,,,,,,,,,
FINDLAY CURTIS,Scotland,Midfielder,4.5,,,,,,,,,
KENNY MCLEAN,Scotland,Midfielder,4.5,,,,,,,,,
ASSANE DIAO,Senegal,Midfielder,4.5,,,,,,,,,
CHEIKH SABALY,Senegal,Midfielder,4.5,,,,,,,,,
HABIB DIARRA,Senegal,Midfielder,4.5,,,,,,,,,
LAMINE CAMARA,Senegal,Midfielder,4.5,,,,,,,,,
MAMADOU CAMARA,Senegal,Midfielder,4.5,,,,,,,,,
NAMPALYS MENDY,Senegal,Midfielder,4.5,,,,,,,,,
OUSSEYNOU NIANG,Senegal,Midfielder,4.5,,,,,,,,,
PAPE MATAR SARR,Senegal,Midfielder,4.5,,,,,,,,,
PATHE CISS,Senegal,Midfielder,4.5,,,,,,,,,
RASSOUL NDIAYE,Senegal,Midfielder,4.5,,,,,,,,,
BATHUSI AUBAAS,South Africa,Midfielder,4.5,,,,,,,,,
ELIAS MOKWANA,South Africa,Midfielder,4.5,,,,,,,,,
LUKE LE ROUX,South Africa,Midfielder,4.5,,,,,,,,,
MDUDUZI SHABALALA,South Africa,Midfielder,4.5,,,,,,,,,
MIHLALI MAYAMBELA,South Africa,Midfielder,4.5,,,,,,,,,
MOHAU NKOTA,South Africa,Midfielder,4.5,,,,,,,,,
PATRICK MASWANGANYI,South Africa,Midfielder,4.5,,,,,,,,,
RELEBOHILE MOFOKENG,South Africa,Midfielder,4.5,,,,,,,,,
SHANDRE CAMPBELL,South Africa,Midfielder,4.5,,,,,,,,,
SIPHO MBULE,South Africa,Midfielder,4.5,,,,,,,,,
SPHEPHELO SITHOLE,South Africa,Midfielder,4.5,,,,,,,,,
THALENTE MBATHA,South Africa,Midfielder,4.5,,,,,,,,,
THEMBA ZWANE,South Africa,Midfielder,4.5,,,,,,,,,
TSHEPANG MOREMI,South Africa,Midfielder,4.5,,,,,,,,,
BAE JUN-HO,South Korea,Midfielder,4.5,,,,,,,,,
EOM JI-SUNG,South Korea,Midfielder,4.5,,,,,,,,,
JENS CASTROP,South Korea,Midfielder,4.5,,,,,,,,,
KIM JIN-GYU,South Korea,Midfielder,4.5,,,,,,,,,
LEE DONG-GYEONG,South Korea,Midfielder,4.5,,,,,,,,,
PAIK SEUNG-HO,South Korea,Midfielder,4.5,,,,,,,,,
YANG HYUN-JUN,South Korea,Midfielder,4.5,,,,,,,,,
BESFORT ZENELI,Sweden,Midfielder,4.5,,,,,,,,,
KEN SEMA,Sweden,Midfielder,4.5,,,,,,,,,
MATTIAS SVANBERG,Sweden,Midfielder,4.5,,,,,,,,,
TAHA ALI,Sweden,Midfielder,4.5,,,,,,,,,
ALVYN SANCHES,Switzerland,Midfielder,4.5,,,,,,,,,
ARDON JASHARI,Switzerland,Midfielder,4.5,,,,,,,,,
DENIS ZAKARIA,Switzerland,Midfielder,4.5,,,,,,,,,
DJIBRIL SOW,Switzerland,Midfielder,4.5,,,,,,,,,
FILIP UGRINIC,Switzerland,Midfielder,4.5,,,,,,,,,
JOHAN MANZAMBI,Switzerland,Midfielder,4.5,,,,,,,,,
VINCENT SIERRO,Switzerland,Midfielder,4.5,,,,,,,,,
ANIS BEN SLIMANE,Tunisia,Midfielder,4.5,,,,,,,,,
